match_id,batting_team,bowling_team,ball,runs,player_dismissed,city,venue
16,Australia,South Africa,12.5,1,0,Cape Town,Newlands
16,Australia,South Africa,12.6,1,0,Cape Town,Newlands
16,Australia,South Africa,13.1,0,0,Cape Town,Newlands
16,Australia,South Africa,13.2,1,0,Cape Town,Newlands
16,Australia,South Africa,13.3,0,0,Cape Town,Newlands
16,Australia,South Africa,13.4,2,0,Cape Town,Newlands
16,Australia,South Africa,13.5,6,0,Cape Town,Newlands
16,Australia,South Africa,13.6,1,0,Cape Town,Newlands
16,Australia,South Africa,14.1,1,0,Cape Town,Newlands
16,Australia,South Africa,14.2,1,0,Cape Town,Newlands
16,Australia,South Africa,14.3,0,0,Cape Town,Newlands
16,Australia,South Africa,14.4,1,0,Cape Town,Newlands
16,Australia,South Africa,14.5,1,0,Cape Town,Newlands
16,Australia,South Africa,14.6,0,0,Cape Town,Newlands
16,Australia,South Africa,14.7,6,0,Cape Town,Newlands
16,Australia,South Africa,15.1,1,0,Cape Town,Newlands
16,Australia,South Africa,15.2,0,MS Wade,Cape Town,Newlands
16,Australia,South Africa,15.3,4,0,Cape Town,Newlands
16,Australia,South Africa,15.4,0,0,Cape Town,Newlands
16,Australia,South Africa,15.5,0,0,Cape Town,Newlands
16,Australia,South Africa,15.6,1,0,Cape Town,Newlands
16,Australia,South Africa,16.1,1,0,Cape Town,Newlands
16,Australia,South Africa,16.2,1,0,Cape Town,Newlands
16,Australia,South Africa,16.3,0,0,Cape Town,Newlands
16,Australia,South Africa,16.4,1,0,Cape Town,Newlands
16,Australia,South Africa,16.5,1,0,Cape Town,Newlands
16,Australia,South Africa,16.6,0,MR Marsh,Cape Town,Newlands
16,Australia,South Africa,16.7,3,0,Cape Town,Newlands
16,Australia,South Africa,16.8,1,0,Cape Town,Newlands
16,Australia,South Africa,17.1,2,0,Cape Town,Newlands
16,Australia,South Africa,17.2,1,0,Cape Town,Newlands
16,Australia,South Africa,17.3,0,0,Cape Town,Newlands
16,Australia,South Africa,17.4,1,0,Cape Town,Newlands
16,Australia,South Africa,17.5,1,0,Cape Town,Newlands
16,Australia,South Africa,17.6,1,0,Cape Town,Newlands
16,Australia,South Africa,18.1,1,0,Cape Town,Newlands
16,Australia,South Africa,18.2,2,0,Cape Town,Newlands
16,Australia,South Africa,18.3,1,0,Cape Town,Newlands
16,Australia,South Africa,18.4,2,0,Cape Town,Newlands
16,Australia,South Africa,18.5,0,AT Carey,Cape Town,Newlands
16,Australia,South Africa,18.6,1,0,Cape Town,Newlands
16,Australia,South Africa,18.7,1,0,Cape Town,Newlands
16,Australia,South Africa,19.1,6,0,Cape Town,Newlands
16,Australia,South Africa,19.2,2,0,Cape Town,Newlands
16,Australia,South Africa,19.3,2,0,Cape Town,Newlands
16,Australia,South Africa,19.4,6,0,Cape Town,Newlands
16,Australia,South Africa,19.5,2,0,Cape Town,Newlands
16,Australia,South Africa,19.6,2,0,Cape Town,Newlands
17,New Zealand,England,0.1,0,0,Wellington,Westpac Stadium
17,New Zealand,England,0.2,0,0,Wellington,Westpac Stadium
17,New Zealand,England,0.3,0,0,Wellington,Westpac Stadium
17,New Zealand,England,0.4,1,0,Wellington,Westpac Stadium
17,New Zealand,England,0.5,1,0,Wellington,Westpac Stadium
17,New Zealand,England,0.6,1,0,Wellington,Westpac Stadium
17,New Zealand,England,1.1,0,0,Wellington,Westpac Stadium
17,New Zealand,England,1.2,6,0,Wellington,Westpac Stadium
17,New Zealand,England,1.3,1,0,Wellington,Westpac Stadium
17,New Zealand,England,1.4,1,0,Wellington,Westpac Stadium
17,New Zealand,England,1.5,1,0,Wellington,Westpac Stadium
17,New Zealand,England,1.6,6,0,Wellington,Westpac Stadium
17,New Zealand,England,2.1,1,0,Wellington,Westpac Stadium
17,New Zealand,England,2.2,1,0,Wellington,Westpac Stadium
17,New Zealand,England,2.3,1,0,Wellington,Westpac Stadium
17,New Zealand,England,2.4,1,0,Wellington,Westpac Stadium
17,New Zealand,England,2.5,1,0,Wellington,Westpac Stadium
17,New Zealand,England,2.6,0,C Munro,Wellington,Westpac Stadium
17,New Zealand,England,2.7,0,0,Wellington,Westpac Stadium
17,New Zealand,England,2.8,1,0,Wellington,Westpac Stadium
17,New Zealand,England,3.1,0,0,Wellington,Westpac Stadium
17,New Zealand,England,3.2,0,0,Wellington,Westpac Stadium
17,New Zealand,England,3.3,0,0,Wellington,Westpac Stadium
17,New Zealand,England,3.4,0,0,Wellington,Westpac Stadium
17,New Zealand,England,3.5,0,0,Wellington,Westpac Stadium
17,New Zealand,England,3.6,2,0,Wellington,Westpac Stadium
17,New Zealand,England,4.1,4,0,Wellington,Westpac Stadium
17,New Zealand,England,4.2,4,0,Wellington,Westpac Stadium
17,New Zealand,England,4.3,1,0,Wellington,Westpac Stadium
17,New Zealand,England,4.4,6,0,Wellington,Westpac Stadium
